year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,synopsis
2013,tt1711425,21 &amp; Over,notalk,notalk,FAIL,13000000,25682380.0,42195766.0,2013FAIL,13000000,25682380.0,42195766.0,1.0,1.0,"When Straight-A college student Jeff Chang's two best friends take him out for his 21st birthday on the night before an important medical school interview, what was supposed to be a quick beer becomes a night of humiliation, over indulgence and utter debauchery."
2012,tt1343727,Dredd 3D,ok-disagree,ok,PASS,45000000,13414714.0,40868994.0,2012PASS,45658735,13611086.0,41467257.0,1.0,1.0,"The future America is an irradiated waste land. On its East Coast, running from Boston to Washington DC, lies Mega City One - a vast, violent metropolis where criminals rule the chaotic streets. The only force of order lies with the urban cops called ""Judges"" who possess the combined powers of judge, jury and instant executioner. Known and feared throughout the city, Dredd is the ultimate Judge, challenged with ridding the city of its latest scourge - a dangerous drug epidemic that has users of ""Slo-Mo"" experiencing reality at a fraction of its normal speed. During a routine day on the job, Dredd is assigned to train and evaluate Cassandra Anderson, a rookie with powerful psychic abilities thanks to a genetic mutation. A heinous crime calls them to a neighborhood where fellow Judges rarely dare to venture - a 200 storey vertical slum controlled by prostitute turned drug lord Ma-Ma and her ruthless clan. When they capture one of the clan's inner circle, Ma-Ma overtakes the compound's control center and wages a dirty, vicious war against the Judges that proves she will stop at nothing to protect her empire. With the body count climbing and no way out, Dredd and Anderson must confront the odds and engage in the relentless battle for their survival."
2013,tt2024544,12 Years a Slave,notalk-disagree,notalk,FAIL,20000000,53107035.0,158607035.0,2013FAIL,20000000,53107035.0,158607035.0,1.0,1.0,"Based on an incredible true story of one man's fight for survival and freedom. In the pre-Civil War United States, Solomon Northup, a free Black man from upstate New York, is abducted and sold into slavery. Facing cruelty personified by a malevolent slave owner, as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist will forever alter his life."
2013,tt1272878,2 Guns,notalk,notalk,FAIL,61000000,75612460.0,132493015.0,2013FAIL,61000000,75612460.0,132493015.0,1.0,1.0,"Robert Trench, an undercover DEA agent, takes advantage of gunman Michael Stigman's idea to rob a bank to bust him and a mob boss. However, it proves too successful with much more money seized than anticipated with Trench's forces not stopping the getaway. Complicating things still more, Stigman turns out to be a Naval Intelligence agent who shoots Trench and takes the money. The interservice debacle suddenly finds Trench and Stigman in a bloody web of corrupt clandestine rivalries as they are hunted, blackmailed and isolated for the money on both sides of the law. Now, the fugitives must work together to find a way out of this situation with no one to turn to but themselves."
2013,tt0453562,42,men,men,FAIL,40000000,95020213.0,95020213.0,2013FAIL,40000000,95020213.0,95020213.0,1.0,1.0,"In 1946, Jackie Robinson is a Black League baseball player who never takes racism lying down. Branch Rickey is a Major League team executive with a bold idea. To that end, Rickey recruits Robinson to break the unspoken color line as the first modern African American Major League player. As both anticipate, this proves a major challenge for Robinson and his family as they endure unrelenting racist hostility on and off the field, from player and fan alike. As Jackie struggles against his nature to endure such abuse without complaint, he finds allies and hope where he least expects it."
2013,tt1335975,47 Ronin,men,men,FAIL,225000000,38362475.0,145803842.0,2013FAIL,225000000,38362475.0,145803842.0,1.0,1.0,"While hunting in the forest, Lord Asano of Ako and his samurai find a young half-breed and take him with them to live in the castle. Several years later, Lord Asano holds a tournament to welcome the Shogun to Ako. The night after the tournament, Lord Asano is bewitched into hurting Lord Kira of Nagato, and is punished into committing seppuku by the Shogun. Realizing that it was a Lord Kira's evil plot, the samurais and the half-breed sets out for revenge against the Shogun's order."
2013,tt1606378,A Good Day to Die Hard,notalk,notalk,FAIL,92000000,67349198.0,304249198.0,2013FAIL,92000000,67349198.0,304249198.0,1.0,1.0,"Iconoclastic, take-no-prisoners cop John McClane, for the first time, finds himself on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes."
2013,tt2194499,About Time,ok-disagree,ok,PASS,12000000,15323921.0,87324746.0,2013PASS,12000000,15323921.0,87324746.0,1.0,1.0,"At the age of 21, Tim Lake (Domhnall Gleeson) discovers he can travel in time... The night after another unsatisfactory New Year party, Tim's father (Bill Nighy) tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life-so he decides to make his world a better place...by getting a girlfriend. Sadly, that turns out not to be as easy as you might think. Moving from the Cornwall coast to London to train as a lawyer, Tim finally meets the beautiful but insecure Mary (Rachel McAdams). They fall in love, then an unfortunate time-travel incident means he's never met her at all. So they meet for the first time again-and again-but finally, after a lot of cunning time-traveling, he wins her heart. Tim then uses his power to create the perfect romantic proposal, to save his wedding from the worst best-man speeches, to save his best friend from professional disaster and to get his pregnant wife to the hospital in time for the birth of their daughter, despite a nasty traffic jam outside Abbey Road. But as his unusual life progresses, Tim finds out that his unique gift can't save him from the sorrows and ups and downs that affect all families, everywhere. There are great limits to what time travel can achieve, and it can be dangerous too."
2013,tt1814621,Admission,ok,ok,PASS,13000000,18007317.0,18007317.0,2013PASS,13000000,18007317.0,18007317.0,1.0,1.0,"Straitlaced Princeton University admissions officer Portia Nathan (Tina Fey) is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, freewheeling John Pressman (Paul Rudd). Pressman has surmised that Jeremiah (Nat Wolff), his gifted yet unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted--but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having."
2013,tt1815862,After Earth,notalk,notalk,FAIL,130000000,60522097.0,244373198.0,2013FAIL,130000000,60522097.0,244373198.0,1.0,1.0,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance."
2013,tt1800241,American Hustle,ok-disagree,ok,PASS,40000000,148430908.0,249484909.0,2013PASS,40000000,148430908.0,249484909.0,1.0,1.0,"A fictional film set in the alluring world of one of the most stunning scandals to rock our nation, American Hustle tells the story of brilliant con man Irving Rosenfeld (Christian Bale), who along with his equally cunning and seductive British partner Sydney Prosser (Amy Adams) is forced to work for a wild FBI agent Richie DiMaso (Bradley Cooper). DiMaso pushes them into a world of Jersey powerbrokers and mafia that's as dangerous as it is enchanting. Jeremy Renner is Carmine Polito, the passionate, volatile, New Jersey political operator caught between the con-artists and Feds. Irving's unpredictable wife Rosalyn (Jennifer Lawrence) could be the one to pull the thread that brings the entire world crashing down."
2013,tt1322269,August: Osage County,ok,ok,PASS,25000000,37304874.0,50304874.0,2013PASS,25000000,37304874.0,50304874.0,1.0,1.0,"Violet Weston (Meryl Streep) has cancer and a propensity for pills and alcohol. She's a difficult woman to deal with and her husband has finally had enough. Violet's family gathers including middle daughter Ivy, youngest daughter Karen (with her new fiancé), eldest daughter Barbara (with her separated husband and teenage daughter), and her sister Mattie Fae (with her husband and son in tow). A family tragedy causes tensions to run high and secrets to come out. The Weston women will be forced to examine themselves and their lives whether they want to or not. Welcome to Osage County, Oklahoma in the sweltering heat of August."
2013,tt1559547,Beautiful Creatures,ok,ok,PASS,50000000,19452138.0,55940671.0,2013PASS,50000000,19452138.0,55940671.0,1.0,1.0,"Teenager Ethan Wate (Alden Ehrenreich) is obsessed with his urge to finish high school, go on to college, and leave behind the small town of Gatlin, South Carolina, until a mysterious girl invades his dreams. When he meets Lena Duchannes (Alice Englert), a newcomer who has just enrolled in his school, he knows she's the girl in his dreams. Lena is rejected by the rest of her classmates for being the niece of Macon Ravenwood (Jeremy Irons), whom the town's superstitious residents consider to be a devil-worshiper. But Ethan gives her a ride anyway and they fall in love. Lena reveals to her new boyfriend that she is a witch, and that on her 16th birthday she will be claimed by either the forces of light or of darkness. She can only remain in the light if she doesn't remain in love with Ethan. Worse, her evil mother Sarafine (Dame Emma Thompson) is casting spells to push her to the dark side. Ethan joins her in a search to find a magic spell to save their doomed love. Will they succeed?"
2013,tt2334873,Blue Jasmine,ok-disagree,ok,PASS,18000000,33345833.0,68447831.0,2013PASS,18000000,33345833.0,68447831.0,1.0,1.0,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own."
2013,tt1535109,Captain Phillips,notalk,notalk,FAIL,55000000,107136417.0,218743570.0,2013FAIL,55000000,107136417.0,218743570.0,1.0,1.0,"Captain Phillips is a multi-layered examination of the 2009 hijacking of the U.S. container ship Maersk Alabama by a crew of Somali pirates. It is - through director Paul Greengrass's distinctive lens - simultaneously a pulse-pounding thriller, and a complex portrait of the myriad effects of globalization. The film focuses on the relationship between the Alabama's commanding officer, Captain Richard Phillips (two time Academy Award®-winner Tom Hanks), and the Somali pirate captain, Muse (Barkhad Abdi), who takes him hostage. Phillips and Muse are set on an unstoppable collision course when Muse and his crew target Phillips' unarmed ship; in the ensuing standoff, 145 miles off the Somali coast, both men will find themselves at the mercy of forces beyond their control."
2013,tt1939659,Carrie,ok,ok,PASS,30000000,35266619.0,85001659.0,2013PASS,30000000,35266619.0,85001659.0,1.0,1.0,"An outcast girl named Carietta ""Carrie"" White, is constantly bullied every day by the ""in crowd"", lead by ruthless bully Chris Hargensen. At home, she is verbally and physically abused by her fanatically religious mother, Margaret White. In school when she has her period, she is bullied by Chris and her peers until it's stopped by Ms. Desjardin. That same day, Carrie discovers her gift. One of the girls, Sue Snell, is remorseful of the incident. Sue asks her boyfriend Tommy Ross to be Carrie's partner for the prom. But on the most meaningful night of her life, she is pushed too far and now the monster has been unleashed."
2013,tt1985966,Cloudy with a Chance of Meatballs 2,nowomen-disagree,nowomen,FAIL,78000000,119640264.0,271725448.0,2013FAIL,78000000,119640264.0,271725448.0,1.0,1.0,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world."
2013,tt1690953,Despicable Me 2,ok,ok,PASS,76000000,368065385.0,970766005.0,2013PASS,76000000,368065385.0,970766005.0,1.0,1.0,"While Gru, the ex-supervillain is adjusting to family life and an attempted honest living in the jam business, a secret Arctic laboratory is stolen. The Anti-Villain League decides it needs an insider's help and recruits Gru in the investigation. Together with the eccentric AVL agent, Lucy Wilde, Gru concludes that his prime suspect is the presumed dead supervillain, El Macho, whose his teenage son is also making the moves on his eldest daughter, Margo. Seemingly blinded by his overprotectiveness of his children and his growing mutual attraction to Lucy, Gru seems on the wrong track even as his minions are being quietly kidnapped en masse for some malevolent purpose."
2013,tt2229499,Don Jon,dubious-disagree,dubious,FAIL,5500000,24477704.0,26377704.0,2013FAIL,5500000,24477704.0,26377704.0,1.0,1.0,"Jon Martello objectifies everything in his life: his apartment, his car, his family, his church, and, of course, women. His buddies even call him Don Jon because of his ability to pull ""10s"" every weekend without fail. Yet even the finest flings don't compare to the transcendent bliss he achieves alone in front of the computer watching pornography. Dissatisfied, he embarks on a journey to find a more gratifying sex life, but ends up learning larger lessons of life and love through relationships with two very different women."
2013,tt1535108,Elysium,ok-disagree,ok,PASS,120000000,93050117.0,286192091.0,2013PASS,120000000,93050117.0,286192091.0,1.0,1.0,"In the year 2154, two classes of people exist: the very wealthy, who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Delacourt, a government official, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn't stop the people of Earth from trying to get in by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life but could bring equality to these polarized worlds."
2013,tt1731141,Ender&#39;s Game,men,men,FAIL,110000000,61737191.0,89737191.0,2013FAIL,110000000,61737191.0,89737191.0,1.0,1.0,"The Earth was ravaged by the Formics, an alien race seemingly determined to destroy humanity. Fifty years later, the people of Earth remain banded together to prevent their own annihilation from this technologically superior alien species. Ender Wiggin, a quiet but brilliant boy, may become the savior of the human race. He is separated from his beloved sister and his terrifying brother and brought to battle school in orbit around earth. He will be tested and honed into an empathetic killer who begins to despise what he does as he learns to fight in hopes of saving Earth and his family."
2013,tt0848537,Epic,ok-disagree,ok,PASS,100000000,107518682.0,268418682.0,2013PASS,100000000,107518682.0,268418682.0,1.0,1.0,"Young Mary Katherine (M.K.) returns to her eccentric scientist father's home, but his all-consuming quest to discover a tiny civilization in the neighboring forest drives them apart. However, M.K. soon finds herself shrunken down by Queen Tara of that forest who was mortally wounded by the putrefying Boggans, and charged to deliver a pod bearing the new Queen to safety. Together with a veteran Leafman warrior, two goofy mollusks and a young maverick, M.K. agrees to help. As the villainous Boggan leader Mandrake closes in, M.K. and her new friends must draw on the best of themselves together and discover what they have to save their world."
2013,tt0765446,Escape from Planet Earth,ok,ok,PASS,40000000,57012977.0,66454811.0,2013PASS,40000000,57012977.0,66454811.0,1.0,1.0,"The story takes place on planet Baab where admired astronaut Scorch Supernova (Brendan Fraser) is a national hero to the blue alien population. A master of daring rescues, Scorch pulls off astonishing feats with the quiet aid of his nerdy brother, Gary (Rob Corddry), head of mission control at BASA."
2013,tt1211956,Escape Plan,men,men,FAIL,70000000,25213103.0,103813103.0,2013FAIL,70000000,25213103.0,103813103.0,1.0,1.0,"Ray Breslin is a man who has devoted his life to making prisons inescapable by going into a prison as an inmate and trying to see if he can break out. And he has done a good job so far. A woman who says she works for the CIA approaches Ray and says that a new maximum security prison where the worst criminals are to be incarcerated, is about to be launched. So she wants him to go and make sure no one can get out. He agrees. So they make the necessary preps but when Ray arrives at the prison, he discovers that someone doesn't want him to get out. He then tries to find a way out but he needs help. Another prisoner, Rottmeyer becomes friendly with him. And they decide to work together to get out."
2013,tt1288558,Evil Dead,ok-disagree,ok,PASS,17000000,54239856.0,97402049.0,2013PASS,17000000,54239856.0,97402049.0,1.0,1.0,"Five twenty-something friends become holed up in a remote cabin. When they discover a Book of the Dead, they unwittingly summon up dormant demons living in the nearby woods, which possess the youngsters in succession until only one is left intact to fight for survival."
2013,tt1905041,Fast and Furious 6,ok-disagree,ok,PASS,160000000,238679850.0,788128122.0,2013PASS,160000000,238679850.0,788128122.0,1.0,1.0,"Since Dom (Diesel) and Brian's (Walker) Rio heist toppled a kingpin's empire and left their crew with $100 million, our heroes have scattered across the globe. But their inability to return home and living forever on the lam have left their lives incomplete. Meanwhile, Hobbs (Johnson) has been tracking an organization of lethally skilled mercenary drivers across 12 countries, whose mastermind (Evans) is aided by a ruthless second-in-command revealed to be the love Dom thought was dead, Letty (Rodriguez). The only way to stop the criminal outfit is to outmatch them at street level, so Hobbs asks Dom to assemble his elite team in London. Payment? Full pardons for all of them so they can return home and make their families whole again."
2013,tt2294629,Frozen,ok,ok,PASS,150000000,393050114.0,1004550114.0,2013PASS,150000000,393050114.0,1004550114.0,1.0,1.0,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven and sets off on an epic journey to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna and Kristoff battle the elements in a race to save the kingdom. From the outside Elsa looks poised, regal and reserved, but in reality she lives in fear as she wrestles with a mighty secret: she was born with the power to create ice and snow. It's a beautiful ability, but also extremely dangerous. Haunted by the moment her magic nearly killed her younger sister Anna, Elsa has isolated herself, spending every waking minute trying to suppress her growing powers. Her mounting emotions trigger the magic, accidentally setting off an eternal winter that she can't stop. She fears she's becoming a monster and that no one, not even her sister, can help her."
2013,tt1583421,G.I. Joe: Retaliation,ok-disagree,ok,PASS,140000000,122523060.0,371923060.0,2013PASS,140000000,122523060.0,371923060.0,1.0,1.0,"The Joes re-team to prevent Cobra from achieving total world domination in this sequel that picks up shortly after the events of G.I. Joe: The Rise of Cobra. The Nanomite threat has been neutralized, and the U.S. government has imprisoned Cobra Commander and Destro in an inescapable subterranean prison. When the leader of Pakistan is assassinated, the U.S. president (Jonathan Pryce) calls on the Joes to secure Pakistan's nuclear warheads before they fall into enemy hands. In the wake of successfully completing their mission, however, the Joes are decimated in a devastating surprise attack. When the smoke clears, Roadblock (Dwayne Johnson), Lady Jaye (Adrianne Palicki), and Flint (D.J. Cotrona) are the sole survivors. They're convinced that something is amiss in the White House, and as Lady Jaye theorizes that an impostor is pretending to be the commander in chief, bad guys Storm Shadow (Lee Byung-Hun) and Firefly (Ray Stevenson) team up to break Cobra Commander (Luke Bracey) out of prison. Later, as Storm Shadow retreats into the mountains to recover from burns incurred in the extraction, Snake Eyes (Ray Park) and Jinx (Elodie Yung) manage to capture the elusive white ninja, in the process discovering a shocking secret about his past and learning that Zartan (Arnold Vosloo), posing as the president, has called an international summit to discuss nuclear disarmament in order to bring the leaders of the world to their knees before the diabolical Cobra Commander. Now, as Cobra holds the entire globe hostage with a revolutionary new weapon placed on satellites orbiting the planet, it's up to the Joes and a trustworthy old friend to save the day.."
2013,tt1321870,Gangster Squad,notalk,notalk,FAIL,60000000,46000903.0,104100903.0,2013FAIL,60000000,46000903.0,104100903.0,1.0,1.0,"It's 1949 Los Angeles, and gangster Mickey Cohen has moved in, with the intention of controlling all criminal activity in the city. He has bought local judges and police, and no one is willing to cross him or testify against him. Everyone except Sergeant John O'Mara, a former World War II soldier, whose goal is to settle with his family in a peaceful Los Angeles. Police Chief William Parker decides to form a special unit whose mission is to take down Cohen, and chooses O'Mara to lead the unit. O'Mara chooses 4 cops and asks another cop and vet, Jerry Wooters to join him but Wooters is not interested. After Wooters witnesses the murder of a young boy by Cohen's people, he joins them, and they decide to take apart Cohen's organization. Cohen wonders if a rival is going after him, eventually he realizes it's the cops."
